i	j	fold	type
243	692	0	n
251	692	0	n
275	692	0	n
281	692	0	n
284	692	0	n
294	692	0	n
297	692	0	n
302	692	0	n
312	692	0	n
314	692	0	n
330	692	0	n
333	692	0	n
341	692	0	n
345	692	0	n
346	692	0	n
348	692	0	n
351	692	0	n
354	692	0	n
364	692	0	n
366	692	0	n
374	692	0	n
377	692	0	n
380	692	0	n
387	692	0	n
395	692	0	n
411	692	0	n
412	692	0	n
413	692	0	n
414	692	0	n
420	692	0	n
422	692	0	n
423	692	0	n
424	692	0	n
426	692	0	n
429	692	0	n
432	692	0	n
435	692	0	n
437	692	0	n
453	692	0	n
454	692	0	n
462	692	0	n
463	692	0	n
464	692	0	n
471	692	0	n
475	692	0	n
479	692	0	n
481	692	0	n
485	692	0	n
486	692	0	n
498	692	0	n
502	692	0	n
504	692	0	n
505	692	0	n
507	692	0	n
510	692	0	n
511	692	0	n
512	692	0	n
513	692	0	n
515	692	0	n
519	692	0	n
521	692	0	n
522	692	0	n
523	692	0	n
524	692	0	n
525	692	0	n
528	692	0	n
534	692	0	n
539	692	0	n
550	692	0	n
554	692	0	n
562	692	0	n
567	692	0	n
569	692	0	n
579	692	0	n
582	692	0	n
583	692	0	n
591	692	0	n
596	692	0	n
597	692	0	n
604	692	0	n
617	692	0	n
621	692	0	n
622	692	0	n
623	692	0	n
626	692	0	n
627	692	0	n
629	692	0	n
630	692	0	n
631	692	0	n
632	692	0	n
633	692	0	n
634	692	0	n
635	692	0	n
637	692	0	n
638	692	0	n
640	692	0	n
641	692	0	n
642	692	0	n
643	692	0	n
644	692	0	n
646	692	0	n
649	692	0	n
650	692	0	n
651	692	0	n
652	692	0	n
653	692	0	n
654	692	0	n
655	692	0	n
656	692	0	n
657	692	0	n
658	692	0	n
659	692	0	n
660	692	0	n
661	692	1	down
662	692	0	n
663	692	0	n
664	692	0	n
665	692	0	n
666	692	0	n
667	692	0	n
668	692	0	n
669	692	0	n
670	692	0	n
671	692	0	n
672	692	0	n
673	692	0	n
674	692	0	n
675	692	0	n
676	692	0	n
677	692	0	n
678	692	0	n
679	692	0	n
680	692	0	n
681	692	0	n
682	692	0	n
683	692	0	n
684	692	0	n
685	692	0	n
686	692	0	n
687	692	0	n
688	692	0	n
689	692	0	n
690	692	0	n
691	692	0	n
30	693	0	n
31	693	0	n
44	693	0	n
49	693	0	n
53	693	0	n
75	693	0	n
79	693	0	n
82	693	0	n
85	693	0	n
86	693	0	n
96	693	0	n
98	693	0	n
101	693	0	n
102	693	0	n
104	693	0	n
107	693	0	n
112	693	0	n
114	693	0	n
131	693	0	n
180	693	0	n
187	693	0	n
191	693	0	n
193	693	0	n
201	693	0	n
215	693	0	n
221	693	0	n
223	693	0	n
241	693	0	n
242	693	0	n
243	693	0	n
244	693	0	n
245	693	0	n
248	693	0	n
254	693	0	n
275	693	0	n
278	693	0	n
280	693	0	n
283	693	0	n
287	693	0	n
288	693	0	n
291	693	0	n
294	693	0	n
295	693	0	n
300	693	0	n
312	693	0	n
313	693	0	n
316	693	0	n
317	693	0	n
321	693	0	n
335	693	0	n
342	693	0	n
343	693	0	n
345	693	0	n
346	693	0	n
351	693	0	n
354	693	0	n
362	693	0	n
363	693	0	n
364	693	0	n
366	693	0	n
368	693	0	n
369	693	0	n
370	693	0	n
372	693	0	n
392	693	0	n
400	693	0	n
404	693	0	n
415	693	0	n
417	693	0	n
421	693	0	n
422	693	0	n
423	693	0	n
439	693	0	n
443	693	0	n
445	693	0	n
449	693	0	n
457	693	0	n
463	693	0	n
469	693	0	n
473	693	0	n
478	693	0	n
482	693	0	n
483	693	0	n
485	693	0	n
486	693	0	n
488	693	0	n
490	693	0	n
494	693	0	n
498	693	0	n
499	693	0	n
502	693	0	n
506	693	0	n
510	693	0	n
513	693	0	n
515	693	0	n
516	693	0	n
517	693	0	n
518	693	0	n
520	693	0	n
521	693	0	n
522	693	0	n
523	693	0	n
524	693	0	n
528	693	0	n
529	693	0	n
531	693	0	n
532	693	0	n
536	693	0	n
538	693	0	n
541	693	0	n
542	693	0	n
546	693	0	n
550	693	0	n
552	693	0	n
554	693	0	n
559	693	0	n
562	693	0	n
565	693	0	n
567	693	0	n
569	693	0	n
570	693	0	n
580	693	0	n
581	693	0	n
585	693	0	n
588	693	0	n
591	693	0	n
594	693	0	n
595	693	0	n
597	693	0	n
598	693	0	n
599	693	0	n
601	693	0	n
602	693	0	n
614	693	0	n
615	693	0	n
618	693	0	n
620	693	0	n
621	693	0	n
622	693	0	n
623	693	0	n
627	693	0	n
629	693	0	n
633	693	0	n
634	693	0	n
635	693	0	n
636	693	0	n
638	693	0	n
639	693	0	n
640	693	0	n
641	693	0	n
642	693	0	n
643	693	0	n
646	693	0	n
647	693	0	n
648	693	0	n
649	693	0	n
650	693	0	n
651	693	0	n
652	693	0	n
653	693	0	n
654	693	0	n
655	693	0	n
656	693	0	n
657	693	0	n
658	693	0	n
659	693	0	n
661	693	0	n
662	693	0	n
663	693	0	n
664	693	0	n
665	693	0	n
666	693	0	n
667	693	0	n
668	693	0	n
669	693	0	n
670	693	0	n
671	693	0	n
672	693	0	n
673	693	0	n
674	693	0	n
675	693	0	n
676	693	0	n
677	693	0	n
678	693	0	n
679	693	0	n
680	693	0	n
681	693	0	n
682	693	0	n
683	693	0	n
684	693	0	n
685	693	0	n
686	693	0	n
687	693	0	n
688	693	0	n
689	693	0	n
690	693	0	n
691	693	0	n
692	693	0	n
27	694	0	n
48	694	0	n
55	694	0	n
101	694	0	n
176	694	0	n
182	694	0	n
185	694	0	n
193	694	0	n
207	694	0	n
208	694	0	n
217	694	0	n
218	694	0	n
224	694	0	n
232	694	0	n
242	694	0	n
277	694	0	n
278	694	0	n
285	694	0	n
294	694	0	n
297	694	0	n
307	694	0	n
312	694	0	n
314	694	0	n
330	694	0	n
334	694	0	n
335	694	0	n
344	694	0	n
349	694	0	n
351	694	0	n
367	694	0	n
369	694	0	n
370	694	0	n
378	694	0	n
383	694	0	n
388	694	0	n
392	694	0	n
393	694	0	n
404	694	0	n
411	694	0	n
413	694	0	n
414	694	0	n
421	694	0	n
426	694	0	n
451	694	0	n
455	694	0	n
456	694	0	n
457	694	0	n
458	694	0	n
460	694	0	n
461	694	0	n
462	694	0	n
466	694	0	n
467	694	0	n
468	694	0	n
470	694	0	n
472	694	0	n
478	694	0	n
479	694	0	n
480	694	0	n
481	694	0	n
484	694	0	n
488	694	0	n
490	694	0	n
492	694	0	n
495	694	0	n
497	694	0	n
498	694	0	n
499	694	0	n
500	694	0	n
501	694	0	n
502	694	0	n
503	694	0	n
504	694	0	n
505	694	0	n
506	694	0	n
509	694	0	n
511	694	0	n
515	694	0	n
520	694	0	n
521	694	0	n
523	694	0	n
528	694	0	n
530	694	0	n
531	694	0	n
533	694	0	n
537	694	0	n
538	694	0	n
539	694	0	n
540	694	0	n
545	694	0	n
547	694	0	n
548	694	0	n
553	694	0	n
554	694	0	n
555	694	0	n
558	694	0	n
559	694	0	n
560	694	0	n
562	694	0	n
564	694	0	n
567	694	0	n
572	694	0	n
575	694	0	n
587	694	0	n
595	694	0	n
599	694	0	n
600	694	0	n
607	694	0	n
617	694	0	n
623	694	0	n
625	694	0	n
626	694	0	n
628	694	0	n
629	694	0	n
631	694	0	n
632	694	0	n
633	694	0	n
635	694	0	n
638	694	0	n
639	694	0	n
640	694	0	n
641	694	0	n
642	694	0	n
643	694	0	n
644	694	0	n
645	694	0	n
647	694	0	n
648	694	0	n
649	694	0	n
651	694	0	n
652	694	0	n
653	694	0	n
654	694	0	n
655	694	0	n
656	694	0	n
657	694	1	down
658	694	0	n
661	694	0	n
662	694	0	n
663	694	0	n
664	694	0	n
665	694	0	n
666	694	0	n
667	694	0	n
668	694	0	n
669	694	0	n
670	694	0	n
671	694	0	n
672	694	0	n
673	694	0	n
674	694	0	n
675	694	0	n
676	694	0	n
677	694	0	n
678	694	0	n
679	694	0	n
680	694	0	n
681	694	0	n
682	694	0	n
683	694	0	n
684	694	0	n
685	694	0	n
686	694	0	n
687	694	0	n
688	694	0	n
689	694	0	n
690	694	0	n
691	694	0	n
692	694	0	n
693	694	0	n
39	695	0	n
49	695	0	n
83	695	0	n
87	695	0	n
89	695	0	n
94	695	0	n
95	695	0	n
100	695	0	n
103	695	0	n
111	695	0	n
113	695	0	n
116	695	0	n
169	695	0	n
188	695	0	n
203	695	0	n
224	695	0	n
227	695	0	n
228	695	0	n
242	695	0	n
248	695	0	n
249	695	0	n
254	695	0	n
256	695	0	n
273	695	0	n
279	695	0	n
280	695	0	n
282	695	0	n
284	695	0	n
288	695	0	n
291	695	0	n
292	695	0	n
334	695	0	n
337	695	0	n
338	695	0	n
341	695	0	n
342	695	0	n
344	695	0	n
347	695	0	n
348	695	0	n
351	695	0	n
354	695	0	n
359	695	0	n
362	695	0	n
363	695	0	n
367	695	0	n
369	695	0	n
370	695	0	n
372	695	0	n
374	695	0	n
376	695	0	n
387	695	0	n
389	695	0	n
401	695	0	n
402	695	0	n
404	695	0	n
411	695	0	n
412	695	0	n
417	695	0	n
422	695	0	n
425	695	0	n
426	695	0	n
429	695	0	n
431	695	0	n
432	695	0	n
435	695	0	n
436	695	0	n
441	695	0	n
453	695	0	n
454	695	0	n
455	695	0	n
456	695	0	n
458	695	0	n
461	695	0	n
462	695	0	n
465	695	0	n
466	695	0	n
467	695	0	n
469	695	0	n
471	695	0	n
474	695	0	n
480	695	0	n
481	695	0	n
482	695	0	n
483	695	0	n
484	695	0	n
486	695	0	n
487	695	0	n
488	695	0	n
490	695	0	n
491	695	0	n
492	695	0	n
493	695	0	n
494	695	0	n
495	695	0	n
497	695	0	n
499	695	0	n
501	695	0	n
503	695	0	n
504	695	0	n
509	695	0	n
510	695	0	n
511	695	0	n
512	695	0	n
513	695	0	n
516	695	0	n
519	695	0	n
520	695	0	n
521	695	0	n
526	695	0	n
534	695	0	n
536	695	0	n
538	695	0	n
539	695	0	n
542	695	0	n
543	695	0	n
549	695	0	n
550	695	0	n
551	695	0	n
553	695	0	n
560	695	0	n
561	695	0	n
563	695	0	n
566	695	0	n
568	695	0	n
569	695	0	n
572	695	0	n
574	695	0	n
575	695	0	n
579	695	0	n
581	695	0	n
583	695	0	n
584	695	0	n
585	695	0	n
586	695	0	n
587	695	0	n
588	695	0	n
590	695	0	n
592	695	0	n
595	695	0	n
596	695	0	n
597	695	0	n
599	695	0	n
600	695	0	n
601	695	0	n
607	695	0	n
614	695	0	n
616	695	0	n
617	695	0	n
618	695	0	n
620	695	0	n
622	695	0	n
625	695	0	n
626	695	0	n
627	695	0	n
628	695	0	n
630	695	0	n
631	695	0	n
632	695	0	n
633	695	0	n
634	695	0	n
635	695	0	n
636	695	0	n
637	695	0	n
638	695	0	n
639	695	0	n
640	695	0	n
641	695	0	n
643	695	0	n
644	695	0	n
645	695	0	n
647	695	0	n
648	695	0	n
649	695	0	n
650	695	0	n
651	695	0	n
652	695	0	n
653	695	0	n
654	695	0	n
655	695	0	n
656	695	0	n
657	695	0	n
658	695	0	n
659	695	0	n
662	695	0	n
663	695	0	n
664	695	0	n
665	695	0	n
666	695	0	n
667	695	0	n
668	695	0	n
669	695	0	n
670	695	0	n
671	695	0	n
672	695	0	n
673	695	0	n
674	695	0	n
675	695	0	n
676	695	0	n
677	695	0	n
678	695	0	n
679	695	0	n
680	695	1	up
681	695	0	n
682	695	0	n
683	695	0	n
684	695	0	n
685	695	0	n
686	695	0	n
687	695	0	n
688	695	0	n
689	695	0	n
690	695	0	n
691	695	0	n
692	695	0	n
693	695	0	n
694	695	0	n
53	696	0	n
93	696	0	n
95	696	0	n
97	696	0	n
167	696	0	n
168	696	0	n
170	696	0	n
171	696	0	n
172	696	0	n
176	696	0	n
185	696	0	n
191	696	0	n
216	696	0	n
224	696	0	n
225	696	0	n
229	696	0	n
231	696	0	n
232	696	0	n
235	696	0	n
246	696	0	n
247	696	0	n
248	696	0	n
249	696	0	n
251	696	0	n
252	696	0	n
253	696	0	n
266	696	0	n
285	696	0	n
288	696	0	n
290	696	0	n
304	696	0	n
312	696	0	n
314	696	0	n
325	696	0	n
335	696	0	n
347	696	0	n
348	696	0	n
352	696	0	n
359	696	0	n
363	696	0	n
369	696	0	n
371	696	0	n
372	696	0	n
374	696	0	n
376	696	0	n
377	696	0	n
392	696	0	n
394	696	0	n
410	696	0	n
411	696	0	n
412	696	0	n
430	696	0	n
451	696	0	n
455	696	0	n
460	696	0	n
461	696	0	n
463	696	0	n
466	696	0	n
468	696	0	n
469	696	0	n
470	696	0	n
472	696	0	n
475	696	0	n
478	696	0	n
480	696	0	n
481	696	0	n
487	696	0	n
488	696	0	n
489	696	0	n
490	696	0	n
491	696	0	n
492	696	0	n
493	696	0	n
494	696	0	n
497	696	0	n
498	696	0	n
499	696	0	n
502	696	0	n
503	696	0	n
505	696	0	n
510	696	0	n
511	696	0	n
519	696	0	n
524	696	0	n
525	696	0	n
526	696	0	n
531	696	0	n
538	696	0	n
541	696	0	n
543	696	0	n
544	696	0	n
547	696	0	n
550	696	0	n
551	696	0	n
555	696	0	n
557	696	0	n
560	696	0	n
561	696	0	n
562	696	0	n
564	696	0	n
569	696	0	n
572	696	0	n
574	696	0	n
575	696	0	n
576	696	0	n
582	696	0	n
583	696	0	n
584	696	0	n
586	696	0	n
588	696	0	n
590	696	0	n
594	696	0	n
595	696	0	n
596	696	0	n
607	696	0	n
616	696	0	n
617	696	0	n
618	696	0	n
620	696	0	n
621	696	0	n
622	696	0	n
623	696	0	n
625	696	0	n
626	696	0	n
628	696	0	n
629	696	0	n
630	696	0	n
631	696	0	n
632	696	0	n
633	696	0	n
634	696	0	n
635	696	0	n
636	696	0	n
637	696	0	n
638	696	0	n
640	696	0	n
641	696	0	n
642	696	0	n
644	696	0	n
645	696	0	n
646	696	0	n
647	696	0	n
648	696	0	n
649	696	0	n
650	696	0	n
651	696	0	n
652	696	0	n
653	696	0	n
654	696	0	n
655	696	0	n
656	696	0	n
657	696	0	n
658	696	0	n
659	696	0	n
660	696	0	n
661	696	0	n
662	696	0	n
663	696	0	n
664	696	0	n
665	696	0	n
666	696	0	n
667	696	0	n
668	696	0	n
669	696	0	n
671	696	0	n
672	696	0	n
673	696	0	n
674	696	0	n
675	696	0	n
676	696	0	n
677	696	0	n
678	696	0	n
679	696	0	n
680	696	0	n
681	696	0	n
682	696	0	n
683	696	0	n
684	696	0	n
685	696	0	n
686	696	0	n
687	696	0	n
688	696	0	n
689	696	0	n
690	696	0	n
691	696	0	n
692	696	0	n
693	696	0	n
694	696	0	n
695	696	0	n
26	697	0	n
38	697	0	n
49	697	0	n
53	697	0	n
65	697	0	n
75	697	0	n
93	697	0	n
95	697	0	n
99	697	0	n
104	697	0	n
109	697	0	n
113	697	0	n
168	697	0	n
170	697	0	n
171	697	0	n
183	697	0	n
190	697	0	n
198	697	0	n
199	697	0	n
203	697	0	n
208	697	0	n
216	697	0	n
217	697	0	n
219	697	0	n
224	697	0	n
230	697	0	n
238	697	0	n
243	697	0	n
246	697	0	n
249	697	0	n
250	697	0	n
270	697	0	n
273	697	0	n
274	697	0	n
275	697	0	n
287	697	0	n
288	697	0	n
316	697	0	n
326	697	0	n
327	697	0	n
328	697	0	n
334	697	0	n
335	697	0	n
351	697	0	n
352	697	0	n
355	697	0	n
360	697	0	n
363	697	0	n
364	697	0	n
366	697	0	n
369	697	0	n
370	697	0	n
372	697	0	n
373	697	0	n
374	697	0	n
377	697	0	n
380	697	0	n
388	697	0	n
389	697	0	n
408	697	0	n
414	697	0	n
415	697	0	n
422	697	0	n
425	697	0	n
427	697	0	n
430	697	0	n
435	697	0	n
441	697	0	n
445	697	0	n
451	697	0	n
452	697	0	n
453	697	0	n
455	697	0	n
456	697	0	n
457	697	0	n
460	697	0	n
465	697	0	n
469	697	0	n
474	697	0	n
476	697	0	n
478	697	0	n
479	697	0	n
480	697	0	n
482	697	0	n
484	697	0	n
485	697	0	n
489	697	0	n
490	697	0	n
492	697	0	n
494	697	0	n
496	697	0	n
497	697	0	n
498	697	0	n
500	697	0	n
502	697	0	n
503	697	0	n
517	697	0	n
519	697	0	n
520	697	0	n
523	697	0	n
531	697	0	n
534	697	0	n
538	697	0	n
541	697	0	n
543	697	0	n
544	697	0	n
545	697	0	n
546	697	0	n
547	697	0	n
549	697	0	n
551	697	0	n
552	697	0	n
554	697	0	n
556	697	0	n
558	697	0	n
564	697	0	n
565	697	0	n
571	697	0	n
577	697	0	n
578	697	0	n
584	697	0	n
585	697	0	n
590	697	0	n
591	697	0	n
592	697	0	n
593	697	0	n
594	697	0	n
595	697	0	n
596	697	0	n
598	697	0	n
600	697	0	n
614	697	0	n
615	697	0	n
617	697	0	n
618	697	0	n
619	697	0	n
620	697	0	n
621	697	0	n
623	697	0	n
624	697	0	n
625	697	0	n
626	697	0	n
629	697	0	n
630	697	0	n
632	697	0	n
633	697	0	n
634	697	0	n
635	697	0	n
636	697	0	n
637	697	0	n
638	697	0	n
640	697	0	n
642	697	0	n
643	697	0	n
644	697	0	n
645	697	0	n
647	697	0	n
648	697	0	n
649	697	0	n
650	697	0	n
651	697	0	n
652	697	0	n
653	697	0	n
654	697	0	n
655	697	0	n
656	697	0	n
657	697	0	n
658	697	0	n
659	697	0	n
660	697	0	n
661	697	0	n
662	697	0	n
663	697	0	n
664	697	0	n
665	697	0	n
666	697	0	n
667	697	0	n
668	697	0	n
669	697	0	n
670	697	0	n
671	697	0	n
672	697	0	n
673	697	0	n
674	697	0	n
675	697	0	n
676	697	0	n
677	697	0	n
678	697	0	n
679	697	0	n
680	697	0	n
681	697	0	n
682	697	0	n
683	697	0	n
684	697	0	n
685	697	0	n
686	697	0	n
687	697	0	n
688	697	0	n
689	697	0	n
690	697	1	up
691	697	0	n
692	697	0	n
693	697	0	n
694	697	0	n
695	697	0	n
696	697	0	n
26	698	0	n
44	698	0	n
45	698	0	n
59	698	0	n
72	698	0	n
93	698	0	n
168	698	0	n
173	698	0	n
185	698	0	n
191	698	0	n
205	698	0	n
223	698	0	n
229	698	0	n
238	698	0	n
240	698	0	n
245	698	0	n
248	698	0	n
270	698	0	n
279	698	0	n
289	698	0	n
313	698	0	n
316	698	0	n
321	698	0	n
333	698	0	n
347	698	0	n
350	698	0	n
351	698	0	n
355	698	0	n
358	698	0	n
364	698	0	n
366	698	0	n
367	698	0	n
369	698	0	n
370	698	0	n
372	698	0	n
374	698	0	n
388	698	0	n
400	698	0	n
408	698	0	n
412	698	0	n
415	698	0	n
425	698	0	n
431	698	0	n
432	698	0	n
444	698	0	n
457	698	0	n
465	698	0	n
474	698	0	n
478	698	0	n
485	698	0	n
487	698	0	n
488	698	0	n
489	698	0	n
490	698	0	n
491	698	0	n
494	698	0	n
496	698	0	n
497	698	0	n
498	698	0	n
500	698	0	n
502	698	0	n
503	698	0	n
504	698	0	n
510	698	0	n
511	698	0	n
512	698	0	n
516	698	0	n
517	698	0	n
519	698	0	n
523	698	0	n
524	698	0	n
531	698	0	n
537	698	0	n
538	698	0	n
543	698	0	n
544	698	0	n
545	698	0	n
546	698	0	n
550	698	0	n
552	698	0	n
553	698	0	n
555	698	0	n
564	698	0	n
565	698	0	n
569	698	0	n
575	698	0	n
579	698	0	n
580	698	0	n
581	698	0	n
583	698	0	n
584	698	0	n
585	698	0	n
586	698	0	n
590	698	0	n
591	698	0	n
592	698	0	n
593	698	0	n
594	698	0	n
596	698	0	n
598	698	0	n
600	698	0	n
616	698	0	n
617	698	0	n
619	698	0	n
620	698	0	n
621	698	0	n
623	698	0	n
625	698	0	n
627	698	0	n
629	698	0	n
630	698	0	n
631	698	0	n
632	698	0	n
633	698	0	n
636	698	0	n
638	698	0	n
641	698	0	n
644	698	0	n
645	698	0	n
646	698	0	n
647	698	0	n
648	698	0	n
649	698	0	n
650	698	0	n
651	698	0	n
652	698	0	n
653	698	0	n
654	698	0	n
655	698	0	n
656	698	0	n
657	698	0	n
658	698	0	n
659	698	0	n
660	698	0	n
661	698	0	n
662	698	0	n
663	698	0	n
664	698	0	n
665	698	0	n
666	698	0	n
667	698	0	n
668	698	0	n
669	698	0	n
670	698	0	n
671	698	0	n
672	698	0	n
673	698	0	n
674	698	0	n
676	698	0	n
677	698	0	n
678	698	0	n
679	698	0	n
680	698	0	n
681	698	0	n
682	698	0	n
683	698	0	n
684	698	0	n
685	698	0	n
686	698	0	n
687	698	0	n
688	698	0	n
689	698	0	n
690	698	0	n
691	698	0	n
692	698	0	n
693	698	0	n
694	698	0	n
695	698	0	n
696	698	0	n
697	698	0	n
50	699	0	n
51	699	0	n
62	699	0	n
72	699	0	n
73	699	0	n
74	699	0	n
95	699	0	n
167	699	0	n
168	699	0	n
169	699	0	n
173	699	0	n
174	699	0	n
177	699	0	n
185	699	0	n
186	699	0	n
191	699	0	n
200	699	0	n
216	699	0	n
225	699	0	n
237	699	0	n
243	699	0	n
248	699	0	n
257	699	0	n
270	699	0	n
285	699	0	n
295	699	0	n
296	699	0	n
311	699	0	n
313	699	0	n
325	699	0	n
332	699	0	n
340	699	0	n
344	699	0	n
345	699	0	n
346	699	0	n
356	699	0	n
362	699	0	n
364	699	0	n
368	699	0	n
371	699	0	n
389	699	0	n
394	699	0	n
400	699	0	n
407	699	0	n
415	699	0	n
424	699	0	n
426	699	0	n
428	699	0	n
435	699	0	n
442	699	0	n
449	699	0	n
452	699	0	n
457	699	0	n
464	699	0	n
468	699	0	n
469	699	0	n
474	699	0	n
476	699	0	n
478	699	0	n
479	699	0	n
482	699	0	n
485	699	0	n
486	699	0	n
490	699	0	n
491	699	0	n
493	699	0	n
497	699	0	n
499	699	0	n
505	699	0	n
511	699	0	n
512	699	0	n
513	699	0	n
514	699	0	n
517	699	0	n
519	699	0	n
526	699	0	n
530	699	0	n
534	699	0	n
537	699	0	n
542	699	0	n
544	699	0	n
546	699	0	n
548	699	0	n
549	699	0	n
550	699	0	n
551	699	0	n
555	699	0	n
558	699	0	n
560	699	0	n
562	699	0	n
565	699	0	n
566	699	0	n
567	699	0	n
571	699	0	n
572	699	0	n
574	699	0	n
575	699	0	n
576	699	0	n
577	699	0	n
580	699	0	n
582	699	0	n
586	699	0	n
592	699	0	n
595	699	0	n
597	699	0	n
598	699	0	n
599	699	0	n
600	699	0	n
617	699	0	n
618	699	0	n
619	699	0	n
620	699	0	n
621	699	0	n
622	699	0	n
623	699	0	n
624	699	0	n
626	699	0	n
627	699	0	n
629	699	0	n
631	699	0	n
632	699	0	n
635	699	0	n
636	699	0	n
637	699	0	n
638	699	0	n
639	699	0	n
640	699	0	n
641	699	0	n
642	699	0	n
645	699	0	n
646	699	0	n
647	699	0	n
648	699	0	n
649	699	0	n
650	699	0	n
651	699	0	n
652	699	0	n
653	699	0	n
654	699	0	n
655	699	0	n
656	699	0	n
657	699	0	n
658	699	0	n
659	699	0	n
660	699	0	n
661	699	0	n
662	699	0	n
663	699	0	n
664	699	0	n
665	699	0	n
666	699	0	n
667	699	0	n
668	699	0	n
669	699	0	n
670	699	0	n
671	699	0	n
672	699	0	n
673	699	0	n
674	699	0	n
675	699	0	n
676	699	0	n
677	699	0	n
678	699	0	n
679	699	0	n
680	699	0	n
681	699	0	n
682	699	0	n
683	699	0	n
684	699	0	n
685	699	0	n
686	699	0	n
687	699	0	n
688	699	0	n
689	699	0	n
690	699	0	n
691	699	0	n
692	699	0	n
693	699	0	n
694	699	0	n
695	699	0	n
696	699	0	n
697	699	0	n
698	699	0	n
26	700	0	n
29	700	0	n
30	700	0	n
38	700	0	n
39	700	0	n
45	700	0	n
55	700	0	n
91	700	0	n
92	700	0	n
94	700	0	n
177	700	0	n
188	700	0	n
189	700	0	n
206	700	0	n
216	700	0	n
244	700	0	n
249	700	0	n
250	700	0	n
253	700	0	n
257	700	0	n
272	700	0	n
275	700	0	n
278	700	0	n
284	700	0	n
288	700	0	n
289	700	0	n
301	700	0	n
305	700	0	n
314	700	0	n
323	700	0	n
327	700	0	n
329	700	0	n
337	700	0	n
347	700	0	n
356	700	0	n
357	700	0	n
360	700	0	n
369	700	0	n
380	700	0	n
381	700	0	n
392	700	0	n
416	700	0	n
427	700	0	n
428	700	0	n
432	700	0	n
444	700	0	n
449	700	0	n
452	700	0	n
455	700	0	n
477	700	0	n
478	700	0	n
485	700	0	n
486	700	0	n
488	700	0	n
490	700	0	n
491	700	0	n
496	700	0	n
497	700	0	n
500	700	0	n
504	700	0	n
507	700	0	n
508	700	0	n
509	700	0	n
512	700	0	n
514	700	0	n
516	700	0	n
517	700	0	n
518	700	0	n
519	700	0	n
521	700	0	n
528	700	0	n
533	700	0	n
536	700	0	n
537	700	0	n
543	700	0	n
545	700	0	n
546	700	0	n
547	700	0	n
548	700	0	n
549	700	0	n
550	700	0	n
555	700	0	n
559	700	0	n
560	700	0	n
563	700	0	n
570	700	0	n
571	700	0	n
577	700	0	n
580	700	0	n
590	700	0	n
593	700	0	n
595	700	0	n
599	700	0	n
602	700	0	n
607	700	0	n
617	700	0	n
619	700	0	n
620	700	0	n
621	700	0	n
623	700	0	n
624	700	0	n
625	700	0	n
627	700	0	n
628	700	0	n
630	700	0	n
631	700	0	n
634	700	0	n
639	700	0	n
640	700	0	n
642	700	0	n
645	700	0	n
647	700	0	n
648	700	0	n
649	700	0	n
650	700	0	n
652	700	0	n
654	700	0	n
655	700	0	n
657	700	0	n
658	700	0	n
659	700	0	n
660	700	0	n
661	700	0	n
662	700	1	down
663	700	0	n
664	700	0	n
665	700	0	n
666	700	0	n
668	700	0	n
669	700	0	n
670	700	0	n
671	700	0	n
672	700	0	n
673	700	0	n
674	700	0	n
675	700	0	n
676	700	0	n
677	700	0	n
678	700	0	n
679	700	0	n
680	700	0	n
681	700	0	n
682	700	0	n
683	700	0	n
684	700	0	n
685	700	0	n
686	700	0	n
687	700	0	n
688	700	0	n
689	700	0	n
690	700	0	n
691	700	0	n
692	700	0	n
693	700	0	n
694	700	0	n
695	700	0	n
696	700	0	n
697	700	0	n
698	700	0	n
699	700	0	n
26	701	0	n
35	701	0	n
38	701	0	n
61	701	0	n
62	701	0	n
70	701	0	n
90	701	0	n
93	701	0	n
103	701	0	n
106	701	0	n
114	701	0	n
170	701	0	n
171	701	0	n
180	701	0	n
186	701	0	n
188	701	0	n
195	701	0	n
216	701	0	n
235	701	0	n
237	701	0	n
256	701	0	n
257	701	0	n
279	701	0	n
282	701	0	n
284	701	0	n
287	701	0	n
294	701	0	n
296	701	0	n
297	701	0	n
305	701	0	n
314	701	0	n
316	701	0	n
328	701	0	n
329	701	0	n
331	701	0	n
333	701	0	n
339	701	0	n
348	701	0	n
351	701	0	n
354	701	0	n
380	701	0	n
388	701	0	n
392	701	0	n
399	701	0	n
403	701	0	n
405	701	0	n
419	701	0	n
425	701	0	n
427	701	0	n
430	701	0	n
454	701	0	n
455	701	0	n
457	701	0	n
462	701	0	n
474	701	0	n
479	701	0	n
480	701	0	n
481	701	0	n
482	701	0	n
485	701	0	n
489	701	0	n
490	701	0	n
493	701	0	n
496	701	0	n
500	701	0	n
504	701	0	n
505	701	0	n
508	701	0	n
510	701	0	n
511	701	0	n
515	701	0	n
517	701	0	n
519	701	0	n
521	701	0	n
522	701	0	n
524	701	0	n
526	701	0	n
529	701	0	n
531	701	0	n
532	701	0	n
535	701	0	n
537	701	0	n
545	701	0	n
547	701	0	n
548	701	0	n
549	701	0	n
550	701	0	n
554	701	0	n
558	701	0	n
560	701	0	n
561	701	0	n
563	701	0	n
567	701	0	n
571	701	0	n
572	701	0	n
573	701	0	n
574	701	0	n
592	701	0	n
596	701	0	n
600	701	0	n
616	701	0	n
618	701	0	n
621	701	0	n
623	701	0	n
627	701	0	n
630	701	0	n
636	701	0	n
637	701	0	n
638	701	0	n
639	701	0	n
646	701	0	n
647	701	0	n
